r,E,F
0.01,6743589.635878698,757649575.2101506
0.1095,245728.79792079536,4093476.457267577
0.20900000000000002,65261.166937902555,720918.2835857741
0.3085,24768.626112707647,214752.28773201237
0.40800000000000003,11258.516283646544,82051.39795204526
0.5075000000000001,5714.389994531632,36593.76617052482
0.607,3119.0635510664174,18094.078336582505
0.7065,1791.804848981039,9606.099215682025
0.806,1069.8564545244635,5367.344966370875
0.9055000000000001,658.972526034682,3117.9971190108304
1.0050000000000001,416.7076135303238,1869.3571552675467
1.1045,269.60580044509743,1151.4519258280143
1.204,177.96628207307606,726.5608201666058
1.3035,119.54049622355478,468.6777191503854
1.403,81.48881613199066,308.55143157475885
1.5025000000000002,56.21349249772742,206.99869158844976
1.602,39.116802197749486,141.29842131102512
1.7015,27.358216634128283,97.98699787746942
1.8010000000000002,19.14807969409219,68.92628240116262
1.9005,13.33748105356569,49.10394046971643
2.0,9.175465241917042,35.37657841415416
2.0251256281407035,8.321778214059973,32.6177156745792
2.050251256281407,7.534430784582359,30.092154644938255
2.0753768844221105,6.807837013817002,27.77831761213521
2.100502512562814,6.136925191299682,25.656807366838937
2.1256281407035176,5.5170861080740305,23.71016868094731
2.150753768844221,4.944126963993604,21.92267766974821
2.1758793969849246,4.414230253664082,20.280155595186606
2.2,3.942810322410144,15.323270717234946
2.201005025125628,3.927430896229549,15.281808419526456
2.2261306532663316,3.556146410215298,14.284930374231417
2.251256281407035,3.2089972356248797,13.359475394203924
2.2763819095477387,2.8842732451934783,12.498847287647854
2.301507537688442,2.5804210640428633,11.697151113513458
2.3266331658291457,2.2960274381560475,10.949116119456042
2.351758793969849,2.029804425853385,10.250027495388121
2.3768844221105527,1.7805762049533571,9.595665841299978
2.4020100502512562,1.5472673140098379,8.98225340019192
2.4271356783919598,1.3288921681942671,8.406406236558896
2.4522613065326633,1.1245457095579903,7.865091651387901
2.477386934673367,0.9333950680084568,7.355590219002748
2.5025125628140703,0.7546721237367155,6.875461911783764
2.527638190954774,0.587666874359754,6.42251584787838
2.5527638190954773,0.4317215209586215,5.994783256252363
2.577889447236181,0.2862251967303741,5.590493304290052
2.6030150753768844,0.15060927032315105,5.208051476885511
2.628140703517588,0.024343163254205165,4.846020233634321
2.6532663316582914,-0.09306937273832074,4.5031017032350595
2.678391959798995,-0.20209356686810762,4.178122202302034
2.7035175879396984,-0.3031665724222297,3.8700183901229845
2.728643216080402,-0.3967000807922596,3.577824892016505
2.7537688442211055,-0.48308264140701096,3.3006632423206637
2.778894472361809,-0.5626817190220919,3.037732014073807
2.8040201005025125,-0.6358455166612283,2.788298016468186
2.829145728643216,-0.7029045896742167,2.5516884534542603
2.8542713567839195,-0.7641732738362484,2.3272839476922726
2.879396984924623,-0.8199509481285682,2.1145123435959756
2.9045226130653266,-0.8705231507816216,1.91284321166766
2.92964824120603,-0.9161625653031786,1.7217829838343002
2.9547738693467336,-0.9571298915335767,1.5408706561893803
2.979899497487437,-0.9936746152489263,1.369674001532365
3.0050251256281406,-1.0260356884543584,1.207786239470306
3.0301507537688446,-1.054442131258807,1.0548231166821138
3.0552763819095476,-1.0791135650875792,0.9104203543125202
3.0804020100502516,-1.100260685958272,0.7742314234164293
3.1055276381909547,-1.118085685609486,0.6459256129639553
3.1306532663316586,-1.1327826274217738,0.5251863581827295
3.1557788944723617,-1.144537783298598,0.41170979999327456
3.1809045226130657,-1.1535299369750216,0.3052035490145352
3.2060301507537687,-1.1599306585871831,0.20538563010719352
3.2311557788944727,-1.1639045547608386,0.11198358570352479
3.2562814070351758,-1.1656094979574296,0.024733718264636495
3.2814070351758797,-1.1651968383466278,-0.05661954587499896
3.306532663316583,-1.1628116010510003,-0.13232418725413142
3.3316582914572868,-1.1585926712276258,-0.20262103298444867
3.35678391959799,-1.1526729691094775,-0.26774411828188344
3.381909547738694,-1.145179616823187,-0.32792098134784936
3.407035175879397,-1.136234098526291,-0.38337290187208384
3.432160804020101,-1.1259524151634759,-0.43431509228782755
3.457286432160804,-1.1144452349253018,-0.48095684986674153
3.482412060301508,-1.1018180403017546,-0.5235016767887009
3.507537688442211,-1.0881712724548473,-0.5621473744535965
3.532663316582915,-1.0736004734870235,-0.5970861175129124
3.557788944723618,-1.0581964270537227,-0.6285045123822736
3.582914572864322,-1.0420452976570367,-0.6565836443474071
3.608040201005025,-1.0252287688616115,-0.6814991167899949
3.633165829145729,-1.007824180592062,-0.7034210855322838
3.658291457286432,-0.98990466560188,-0.7225142908255512
3.683417085427136,-0.9715392851457949,-0.7389380890837571
