r,E,F
0.001,2082079.4328900734,2102190652.7434337
0.05095,26947.921230456846,724936.7996439808
0.1009,9780.612173633448,156459.69078297625
0.15085,4909.489714367004,59387.06574022121
0.2008,2835.503674891104,28537.781571152133
0.25075,1774.3767741031136,15596.023508859684
0.3007,1171.0416486016904,9246.805756136699
0.35065,803.2379102564714,5806.438039892094
0.4006,567.3509104521721,3808.889843533684
0.45055,409.97688049294663,2587.4781211495965
0.5005,301.56136189929947,1809.3494448569722
0.55045,224.84643708010182,1296.514176726458
0.6004,169.31503570306717,948.6285945893324
0.65035,128.32705791689702,706.6682833810479
0.7003,97.56128992970564,534.6623232591122
0.75025,74.130128045077,410.0119740114361
0.8002,56.0580913364674,318.1344877197741
0.8501500000000001,41.9649924303429,249.39163692249403
0.9001,30.868163250358815,197.27347881366376
0.9500500000000001,22.05597148461231,157.29511040641273
1.0,15.005130790273501,35.25669018718154
1.0100502512562815,14.651334717166423,35.14339962007006
1.020100502512563,14.298836329890703,34.99860906188372
1.0301507537688441,13.947947372817247,34.82328761571024
1.0402010050251256,13.5989696676638,34.618440234280754
1.050251256281407,13.252194769879758,34.38510439705175
1.0603015075376885,12.907903658499869,34.12434677473335
1.07035175879397,12.56636645953459,33.837259892926426
1.0804020100502512,12.227842202848326,33.52495880624031
1.0904522613065326,11.892578612364627,33.18857779392914
1.100502512562814,11.560811929328105,32.82926708771228
1.1105527638190955,11.232766768247757,32.44818964203429
1.120603015075377,10.908656005045376,32.04651795657658
1.1306532663316582,10.588680696836654,31.625430960358525
1.1407035175879396,10.273030032681172,31.18611096626446
1.150753768844221,9.961881314551233,30.72974070430635
1.1608040201005025,9.655399967688671,30.25750044138507
1.170854271356784,9.353739579443866,29.77056519474823
1.1809045226130652,9.057041965621309,29.27010204576267
1.1909547738693467,8.765437263292828,28.75726756002881
1.2010050251256281,8.479044048982093,28.23320531926568
1.2110552763819096,8.197969481072015,27.699043569790174
1.221105527638191,7.922309465241763,27.155892991809537
1.2311557788944723,7.652148841700515,26.604844593140683
1.2412060301507537,7.387561592951631,26.04696773036905
1.2512562814070352,7.128611070794001,25.483308259866394
1.2613065326633166,6.875350241245561,24.91488682050166
1.271356783919598,6.627821946058779,24.34269724930714
1.2814070351758793,6.386059179487746,23.76770513080336
1.2914572864321607,6.150085378962357,23.190846480144554
1.3015075376884422,5.919914728326118,22.613026559723565
1.3115577889447236,5.695552472300063,22.035118828371694
1.321608040201005,5.476995240846616,21.45796402180855
1.3316582914572863,5.264231382123031,20.8823693625401
1.3417085427135678,5.0572413027341625,20.309107896970115
1.3517587939698492,4.855997814019131,19.738917957085043
1.3618090452261307,4.6604664831346625,19.172502743692597
1.3718592964824121,4.470605987730134,18.61053002784324
1.3819095477386933,4.286368473044853,18.053631966741186
1.391959798994975,4.107699910296757,17.502405030157433
1.4020100502512562,3.9345404552731216,16.957410033092593
1.4120603015075377,3.7668248060776985,16.4191722702015
1.4221105527638191,3.604482559035146,15.888181747285778
1.4321608040201004,3.4474385618014405,15.364893504982556
1.442211055276382,3.2956132627787653,14.849728029628785
1.4522613065326633,3.148923055984583,14.34307174616027
1.4623115577889447,3.0072806205765543,13.84527758781068
1.4723618090452262,2.8705952542881255,13.356665637309929
1.4824120603015074,2.7387732000829437,12.877523834240069
1.492462311557789,2.611717965390166,12.408108743191692
1.5025125628140703,2.489330633336507,11.948646377371785
1.5125628140703518,2.3715101654443886,11.499333072344728
1.5226130653266332,2.258153695319013,11.060336404641516
1.5326633165829144,2.149156812899436,10.631796150044142
1.542713567839196,2.044413838900669,10.213825276444771
1.5527638190954773,1.9438180891245571,9.806510966288965
1.5628140703517588,1.8472621283665425,9.409915663737632
1.5728643216080402,1.7546380136938742,9.02407814182415
1.5829145728643215,1.665837526917312,8.649014585036838
1.5929648241206031,1.5807523961236074,8.284719682924043
1.6030150753768844,1.499274506179385,7.931167730496451
1.6130653266331658,1.4212960981584883,7.588313731387436
1.6231155778894473,1.346709957684665,7.256094499927907
1.6331658291457285,1.275409592218885,6.93442975849245
1.6432160804020102,1.2072893973562882,6.623223226680881
1.6532663316582914,1.1422448122312427,6.322363699110105
1.6633165829145728,1.0801724641602188,6.031726108804251
1.6733668341708543,1.0209703026815193,5.751172573387014
1.6834170854271355,0.9645377231778338,5.480553421495599
1.6934673366834172,0.9107756802924385,5.219708197050967
1.7035175879396984,0.8595867913726243,4.968466639233259
1.7135678391959799,0.8108754301944037,4.726649636222236
1.7236180904522613,0.764547811241069,4.494070150970994
1.7336683417085426,0.720512064824509,4.270534117484887
1.7437185929648242,0.6786783033525492,4.0558413062767045
1.7537688442211055,0.6389586790580052,3.849786157862834
1.763819095477387,0.6012674335154974,3.6521585833519277
1.7738693467336684,0.5655209392808306,3.462744731358905
1.7839195979899498,0.5316377339944621,3.2813277206499505
1.7939698492462313,0.49953854729577046,3.1076883380903153
1.8040201005025125,0.4691463208983239,2.941605701624496
1.814070351758794,0.44038622217832335,2.7828578881681745
1.8241206030150754,0.41318565162885956,2.6312225264323224
1.8341708542713568,0.38747424453177415,2.48647735483267
1.8442211055276383,0.3631838671967303,2.3484007447615256
1.8542713567839195,0.34024860811373303,2.216772189614094
1.864321608040201,0.31860476436085233,2.091372760067705
1.8743718592964824,0.29819082360340377,1.9719855262099926
1.8844221105527639,0.2789474420143918,1.8583959472009342
1.8944723618090453,0.2608174184387212,1.7503922292339589
1.9045226130653266,0.24374566511563353,1.6477656526333706
1.914572864321608,0.2276791752650792,1.5503108689890408
1.9246231155778895,0.21256698783439293,1.4578261692851355
1.934673366834171,0.1983601496917744,1.3701137240276515
1.9447236180904524,0.18501167554277662,1.2869797964162368
1.9547738693467336,0.17247650583531188,1.2082349296391455
1.964824120603015,0.16071146290771043,1.13369410939685
1.9748743718592965,0.1496752056231519,1.0631769027799571
1.984924623115578,0.1393281827223896,0.9965075746409426
1.9949748743718594,0.1296325851152026,0.9335151826074265
2.0050251256281406,0.12055229731945473,0.8740336518873488
2.015075376884422,0.1120528482450774,0.8179018310139138
2.0251256281407035,0.10410136150880461,0.7649635296710896
2.035175879396985,0.09666650545406294,0.7150675397287969
2.0452261306532664,0.08971844303915595,0.6680676406014282
2.0552763819095476,0.08322878174577877,0.6238225900240579
2.065326633165829,0.0771705236490138,0.5821961013182074
2.0753768844221105,0.07151801577931052,0.5430568081935012
2.085427135678392,0.06624690089657397,0.5062782181034078
2.0954773869346734,0.06133406878640788,0.4717386551428299
2.1055276381909547,0.05675760817878933,0.43932119344284026
2.115577889447236,0.05249675938002527,0.4089135819837441
2.1256281407035176,0.04853186769975605,0.38040816171205577
2.1356783919597992,0.04484433774605837,0.3537017758103101
2.1457286432160805,0.041416588653351905,0.32869567393102134
2.1557788944723617,0.03823201029985748,0.30529541116792774
2.165829145728643,0.03527492056377296,0.28341074249899834
2.1758793969849246,0.032530523660148754,0.2629555133968822
2.1859296482412063,0.029984869593648374,0.24384754726366353
2.1959798994974875,0.027624814755970804,0.22600853030815218
2.2060301507537687,0.0254379836906918,0.20936389444567738
2.21608040201005,0.023412732042643786,0.1938426987625962
2.2261306532663316,0.021538110703687992,0.1793775100505877
2.2361809045226133,0.019803831161844632,0.16590428287949882
2.2462311557788945,0.018200232056209693,0.1533622396420102
2.2562814070351758,0.016718246935911302,0.14169375096894973
2.266331658291457,0.015349373217515526,0.1308442168806379
2.2763819095477387,0.014085642331783926,0.12076194900738595
2.2864321608040203,0.01291959104749538,0.11139805418119554
2.2964824120603016,0.01184423395715714,0.10270631967085557
2.306532663316583,0.010853037106842049,0.09464310030410972
2.316582914572864,0.009939892750076463,0.0871672076933287
2.3266331658291457,0.009099095203658876,0.0802398017552202
2.3366834170854274,0.008325317781500075,0.07382428469057191
2.3467336683417086,0.00761359078102421,0.06788619756681581
2.35678391959799,0.00695928049534617,0.06239311962435109
2.366834170854271,0.006358069223329925,0.057314570407047696
2.3768844221105527,0.005805936248720134,0.052621914798149115
2.3869346733668344,0.005299139758814553,0.04828827102489278
2.3969849246231156,0.004834199672592649,0.044288421678531385
2.407035175879397,0.004407881347825593,0.04059872778104868
2.417085427135678,0.0040171801364500825,0.03719704591566843
2.4271356783919598,0.003659306757383061,0.03406264842523202
2.4371859296482414,0.0033316734559746142,0.03117614667062435
2.4472361809045227,0.003031880919429535,0.028519417330605475
2.457286432160804,0.0027577059177658135,0.026075531714628945
2.467336683417085,0.0025070896402088903,0.02382868805143974
2.477386934673367,0.002278126697334455,0.02176414670839764
